funs,pkgs,relative_paths,urls,absolute_paths
mean,base,rolling-mean-conditioned-on-iteration-date.R,NA,https://gist.githubusercontent.com/brshallo/4093106372afefdda5c2e223fc53a3fc/raw/c95f1ab4bb572bf75909aef11f46449184a3d2e1/rolling-mean-conditioned-on-iteration-date.R
group_by,dplyr,rolling-mean-conditioned-on-iteration-date.R,NA,https://gist.githubusercontent.com/brshallo/4093106372afefdda5c2e223fc53a3fc/raw/c95f1ab4bb572bf75909aef11f46449184a3d2e1/rolling-mean-conditioned-on-iteration-date.R
row_number,dplyr,rolling-mean-conditioned-on-iteration-date.R,NA,https://gist.githubusercontent.com/brshallo/4093106372afefdda5c2e223fc53a3fc/raw/c95f1ab4bb572bf75909aef11f46449184a3d2e1/rolling-mean-conditioned-on-iteration-date.R
slide_index2,slider,rolling-mean-conditioned-on-iteration-date.R,NA,https://gist.githubusercontent.com/brshallo/4093106372afefdda5c2e223fc53a3fc/raw/c95f1ab4bb572bf75909aef11f46449184a3d2e1/rolling-mean-conditioned-on-iteration-date.R
list,base,rolling-mean-conditioned-on-iteration-date.R,NA,https://gist.githubusercontent.com/brshallo/4093106372afefdda5c2e223fc53a3fc/raw/c95f1ab4bb572bf75909aef11f46449184a3d2e1/rolling-mean-conditioned-on-iteration-date.R
map2_dbl,purrr,rolling-mean-conditioned-on-iteration-date.R,NA,https://gist.githubusercontent.com/brshallo/4093106372afefdda5c2e223fc53a3fc/raw/c95f1ab4bb572bf75909aef11f46449184a3d2e1/rolling-mean-conditioned-on-iteration-date.R
library,base,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
map,purrr,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
set_names,purrr,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
paste0,base,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
as_tibble,dplyr,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
tibble,dplyr,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
mutate,dplyr,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
across,dplyr,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
where,dplyr,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
list,base,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
lag_multiple,(unknown),lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
unnest,tidyr,lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md,https://gist.githubusercontent.com/brshallo/8ef983b6e80799dfd978dcce721984d2/raw/d084d250f2df3b63f7c1fd124e5759e9e7c03524/lag-multiple-across.md
library,base,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
data,utils,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
set.seed,base,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
sample_n,dplyr,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
mutate,dplyr,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
rnorm,stats,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
n,dplyr,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
ggplot,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
aes,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
geom_point,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
geom_abline,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
scale_x_log10,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
scale_y_log10,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
scale_size_continuous,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
theme_bw,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
labs,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
geom_bin2d,ggplot,log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md,https://gist.githubusercontent.com/brshallo/9526374dc0e4c7326fdd148349eb3bd8/raw/a9700b5e11dfa81460705e7a88b08c692c6d651b/log-log-transform-example.md
library,base,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
paste,base,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
pmin.int,base,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
pmax.int,base,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
historical_exchange_rates,(unknown),convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
set_names,purrr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
today,lubridate,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
tibble,tidyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
as.Date,base,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
floor_date,lubridate,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
mutate,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
pminmax,(unknown),convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
distinct,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
group_by,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
summarise,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
list,base,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
range,base,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
pmap,purrr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
select,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
unnest,tidyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
semi_join,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
bind_rows,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
rename,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
left_join,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
c,base,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
pull,dplyr,convert-currencies.R,NA,https://gist.githubusercontent.com/brshallo/650c1ad3f4bd9b74076592c6bc4ff8ae/raw/90571d13fa24f3d4942e065b8f05d86c3960481b/convert-currencies.R
library,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
c,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
sort,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
paste,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
list,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
pmap_chr,purrr,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
unique,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
set.seed,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
sample,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
matrix,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
length,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
apply,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
asplit,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
sapply,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
microbenchmark,(unknown),unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
unique_set,(unknown),unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
unique_set_matrix,(unknown),unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
Map,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
paste0,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
unlist,base,unique-set-speed-test.R,NA,https://gist.githubusercontent.com/brshallo/a90bcc258f436b428ba4c23cd56cae96/raw/fbc836e793316dffd1a4aee2efc47a9b973a68fa/unique-set-speed-test.R
